Name,Beer_ID,ABV,IBU,Brewery_id,Style,Ounces,Type
Loki Red Ale,2191,0.075,53,202,American Amber / Red Ale,16,Other Ale
Peaches & Cream,1731,0.046,,202,Fruit / Vegetable Beer,16,Other
Quaff India Style Session Ale,1022,0.051,,202,American IPA,16,IPA
Loki Red Ale (2013),895,0.075,53,202,American Amber / Red Ale,16,Other Ale
Mjolnir Imperial IPA,682,0.069,,202,American Double / Imperial IPA,16,IPA
Fearless Scottish Ale,112,0.05,,202,Scottish Ale,16,Other Ale
Mastermind,2289,0.081,,173,American Double / Imperial IPA,12,IPA
Hyzer Flip,2027,0.082,,173,American Double / Imperial IPA,16,IPA
Second Fiddle,1929,0.082,80,173,American Double / Imperial IPA,16,IPA
Hodad Porter,1858,0.055,30,173,American Porter,16,Other
Weiss Weiss Baby,2591,0.045,,37,Kristalweizen,12,Other
Czech Yo Self,2590,0.055,45,37,Czech Pilsener,12,Other
FMB 101,1968,0.048,20,37,Kölsch,12,Other
Hardcore Chimera,1981,0.09,,257,American Double / Imperial IPA,16,IPA
Sobek & Set,1664,0.08,80,257,American Black Ale,16,Other Ale
Nuclear Winter,1663,0.086,,257,Belgian Strong Dark Ale,16,Other Ale
Wet Hot American Wheat Ale,1662,0.05,22,257,American Pale Wheat Ale,16,Other Ale
Secret Stache Stout,941,0.053,,257,American Stout,16,Other
Fascist Pig Ale,935,0.08,72,257,American Amber / Red Ale,16,Other Ale
Cut Throat Pale Ale,809,0.055,,257,American Pale Ale (APA),16,APA
Threadless IPA,481,0.075,,257,American IPA,16,IPA
Cut Throat Pale Ale (2011),351,0.055,,257,American Pale Ale (APA),16,APA
Golden Wing Blonde Ale,350,0.047,,257,American Blonde Ale,16,Other Ale
Easy Jack,2569,0.045,47,49,American IPA,12,IPA
Union Jack,2463,0.075,75,49,American IPA,12,IPA
Pivo Pils,2462,0.053,,49,German Pilsener,12,Other
805 Blonde Ale,1957,0.047,,49,American Blonde Ale,12,Other Ale
805,1733,0.047,20,49,American Blonde Ale,12,Other Ale
Deflator,2624,0.065,,17,Doppelbock,16,Other
Hinchtown Hammer Down,2284,0.05,27,17,American Blonde Ale,16,Other Ale
Half Cycle IPA,1610,0.06,104,17,American IPA,16,IPA
Inclined Plane Ale,520,,,533,American IPA,12,IPA
Moped Traveler,2554,0.055,,55,American Pale Ale (APA),16,APA
Snake Dog IPA,608,0.071,60,522,American IPA,12,IPA
Underdog Atlantic Lager,607,0.047,28,522,American Pale Lager,12,Lager
Flying Mouse 8,2567,0.04,,51,American Porter,12,Other
Flying Mouse 4,2566,0.07,70,51,American IPA,12,IPA
La Ferme Urbaine Farmhouse Ale,1899,0.078,,280,Saison / Farmhouse Ale,12,Other Ale
Backyahd IPA,983,0.06,,280,American IPA,12,IPA
Raincloud Robust Porter,982,0.065,,280,American Porter,12,Other
Barstool American Golden Ale,981,0.045,,280,American Blonde Ale,12,Other Ale
What the Butler Saw,2111,0.05,18,218,Witbier,12,Other
1916 Shore Shiver,2110,0.069,65,218,American IPA,12,IPA
Quick WIT,2172,0.052,,207,Belgian Pale Ale,12,Other Ale
The Optimist,2171,0.062,,207,American IPA,12,IPA
Suicide Squeeze IPA,1911,0.045,,207,American IPA,16,IPA
Java the Hop,1803,0.065,,207,American IPA,16,IPA
Next Adventure Black IPA,1566,0.062,,207,American Black Ale,16,Other Ale
3-Way IPA (2013),1515,0.067,,207,American IPA,16,IPA
Tender Loving Empire NWPA,1214,0.058,,207,American Pale Ale (APA),16,APA
Quick Wit Belgianesque Ale,674,0.052,,207,Witbier,16,Other
Sunrise Oatmeal Pale Ale,562,0.055,,207,American Pale Ale (APA),16,APA
Cavatica Stout,552,0.088,,207,American Double / Imperial Stout,16,Other
1811 Lager,319,0.051,,207,American Amber / Red Lager,16,Lager
Vortex IPA,318,0.074,97,207,American IPA,16,IPA
Fort Pitt Ale,2322,,,152,American Amber / Red Ale,12,Other Ale
Park,2661,0.047,19,5,American Pale Wheat Ale,12,Other Ale
Westfalia,2660,0.056,16,5,American Amber / Red Ale,12,Other Ale
KSA,2659,0.046,17,5,Kölsch,12,Other
Villager,2658,0.063,42,5,American IPA,12,IPA
Dirty Bastard,2625,0.085,50,16,Scotch Ale / Wee Heavy,12,Other Ale
Centennial IPA,1565,0.072,65,16,American IPA,12,IPA
All Day IPA,1223,0.047,42,16,American IPA,12,IPA
El Chingon IPA,1874,0.076,73,288,American IPA,12,IPA
Block Party Robust Porter,1873,0.057,40,288,American Porter,12,Other
Local Buzz,1872,0.052,20,288,American Blonde Ale,12,Other Ale
Feel Like Maplin' Love,2613,0.055,,23,Oatmeal Stout,16,Other
Father's Beer,2612,0.05,,23,Belgian Pale Ale,16,Other Ale
The 26th,2611,0.06,,23,American IPA,16,IPA
The Gadget,2610,0.064,90,23,American IPA,16,IPA
Leprechaun Lager,1657,0.04,,349,American Pale Lager,12,Lager
Sunbru Kölsch,2309,0.052,17,161,Kölsch,12,Other
Kilt Lifter Scottish-Style Ale,1635,0.06,21,161,,12,Other
Pumpkin Porter,1616,0.051,,161,American Porter,12,Other
Four Peaks Peach Ale,1585,0.042,9,161,Fruit / Vegetable Beer,12,Other
Hop Knot IPA,358,0.067,47,161,American IPA,12,IPA
Kilt Lifter Scottish-Style Ale (2009),179,0.06,21,161,Scottish Ale,12,Other Ale
Sunbru Kölsch,178,0.052,,161,Kölsch,12,Other
Four String Vanilla Porter,2428,0.06,,106,American Porter,12,Other
Suncaster Summer Wheat,2427,0.05,28,106,American Pale Wheat Ale,12,Other Ale
Brass Knuckle Pale Ale,2425,0.057,36,106,American Pale Ale (APA),12,APA
Big Star White IPA,2424,0.07,70,106,American White IPA,12,IPA
Old Detroit,1998,0.056,,254,American Amber / Red Ale,12,Other Ale
Batch 69 IPA,1556,0.069,69,254,American IPA,12,IPA
Twisted Helles Summer Lager,1208,0.055,18,254,Munich Helles Lager,12,Lager
OktoberFiesta,2527,0.053,27,67,,12,Other
Texicali ,2526,0.065,33,67,American Brown Ale,12,Other Ale
Pinata Protest,2525,0.06,,67,Witbier,12,Other
Bat Outta Helles,2524,0.042,20,67,Munich Helles Lager,12,Lager
Original,2523,0.068,,67,American Amber / Red Ale,12,Other Ale
Rye Wit,2522,0.042,10,67,Witbier,12,Other
Soul Doubt,2521,0.059,70,67,American IPA,12,IPA
Yo Soy Un Berliner,2520,0.044,5,67,Berliner Weissbier,12,Other
77 Fremont Select Spring Session IPA,1174,0.04,,461,American IPA,12,IPA
Fremont Organic Pale Ale,1116,0.045,,461,American Pale Ale (APA),12,APA
Abominable Ale,994,0.08,,461,English Strong Ale,12,Other Ale
Harvest Ale,901,0.065,35,461,Saison / Farmhouse Ale,12,Other Ale
Fremont Summer Ale,875,0.065,45,461,American Pale Ale (APA),12,APA
Universale Pale Ale,858,0.056,30,461,American Pale Ale (APA),12,APA
Interurban IPA,857,0.065,80,461,American IPA,12,IPA
Gateway Kolsch Style Ale,1300,0.053,32,434,Kölsch,12,Other
Wee-Heavy-Er Scotch Ale,1260,0.07,24,434,Scotch Ale / Wee Heavy,12,Other Ale
13 Rebels ESB,1259,0.052,42,434,Extra Special / Strong Bitter (ESB),12,Other
Salamander Slam,2254,0.07,73,181,American IPA,16,IPA
Cack-A-Lacky,1658,0.05,,348,American Pale Ale (APA),12,APA
No Wake IPA,2077,0.072,50,229,American IPA,12,IPA
Boathouse Blonde,2076,0.049,15,229,American Blonde Ale,12,Other Ale
Cedar Point,2075,0.05,26,229,American Amber / Red Ale,12,Other Ale
Clean Shave IPA,2426,0.067,70,107,American IPA,12,IPA
Might As Well IPL,2045,0.072,75,241,American Pale Lager,16,Lager
Saison Pamplemousse,1960,0.058,35,241,Saison / Farmhouse Ale,12,Other Ale
2020 IPA,1777,0.074,74,241,American IPA,16,IPA
Wolf Among Weeds IPA,1698,0.08,70,241,American IPA,16,IPA
Better Weather IPA,1641,0.094,92,241,American IPA,16,IPA
Point the Way IPA,1490,0.059,60,241,American IPA,16,IPA
Golden Road Hefeweizen,1489,0.046,15,241,Hefeweizen,16,Other
Heal the Bay IPA,1399,0.068,65,241,American IPA,16,IPA
Point the Way IPA,1296,0.059,60,241,American IPA,12,IPA
Cabrillo Kölsch,1034,0.05,,241,Kölsch,16,Other
Get Up Offa That Brown,991,0.055,20,241,American Brown Ale,16,Other Ale
Burning Bush Smoked IPA,750,0.08,70,241,American IPA,16,IPA
Wolf Among Weeds IPA (2012),749,0.08,70,241,American IPA,16,IPA
Point the Way IPA (2012),549,0.059,60,241,American IPA,16,IPA
Golden Road Hefeweizen (2012),548,0.046,15,241,Hefeweizen,16,Other
Vanilla Porter,2587,0.07,11,40,American Porter,16,Other
Descender IPA,1109,0.07,70,465,American IPA,12,IPA
Sweet As Pacific Ale,1108,0.06,18,465,American Pale Wheat Ale,12,Other Ale
Good People Pale Ale,1000,0.056,36,479,American Pale Ale (APA),12,APA
Snake Handler Double IPA,312,0.093,103,479,American Double / Imperial IPA,12,IPA
Coffee Oatmeal Stout,311,0.06,54,479,Oatmeal Stout,12,Other
Good People IPA,309,0.06,64,479,American IPA,12,IPA
Good People American Brown Ale,308,0.058,36,479,American Brown Ale,12,Other Ale
Mountain Rescue Pale Ale,2205,0.055,40,195,American Pale Ale (APA),12,APA
Goose Island India Pale Ale,2198,0.059,55,197,American IPA,12,IPA
312 Urban Pale Ale,2457,0.054,30,89,American Pale Ale (APA),16,APA
312 Urban Pale Ale,2202,0.054,30,89,American Pale Ale (APA),12,APA
312 Urban Wheat Ale,2201,0.042,18,89,American Pale Wheat Ale,16,Other Ale
312 Urban Wheat Ale,1829,0.042,18,89,American Pale Wheat Ale,12,Other Ale
312 Urban Wheat Ale (2012),581,0.042,20,89,American Pale Wheat Ale,12,Other Ale
Beaver Logger,1383,0.052,19,421,American Pale Lager,12,Lager
White Water Wheat,477,0.05,,537,American Pale Wheat Ale,12,Other Ale
Grand Canyon American Pilsner,476,0.052,,537,American Pilsner,12,Other
Grand Canyon Sunset Amber Ale,143,0.054,,537,American Amber / Red Ale,12,Other Ale
Black Iron India Pale Ale,142,,,537,American IPA,12,IPA
Monarch Classic American Wheat,2129,0.043,21,214,American Pale Wheat Ale,12,Other Ale
Sir William's English Brown Ale,2127,0.049,21,214,English Brown Ale,12,Other Ale
Lakefire Rye Pale Ale,2126,0.055,35,214,American Pale Ale (APA),12,APA
Beer Agent Re-Ignition,2303,0.053,22,166,American Blonde Ale,16,Other Ale
Cherry Ale,1990,0.057,18,166,Fruit / Vegetable Beer,16,Other
Bourbon Barrel Aged Coconut Porter,1702,0.056,33,166,American Porter,16,Other
Great Crescent IPA,1701,0.062,60,166,American IPA,16,IPA
Aurora Lager,1700,0.057,27,166,Dortmunder / Export Lager,16,Lager
Great Crescent Blonde Ale,1699,0.053,22,166,American Blonde Ale,16,Other Ale
Great Crescent Coconut Porter,1269,0.056,33,166,American Porter,16,Other
Great Crescent Oktoberfest Lager,930,0.057,25,166,Märzen / Oktoberfest,16,Other
Great Crescent Brown Ale,649,0.045,36,166,American Brown Ale,16,Other Ale
Cherry Ale (1),639,0.057,18,166,Fruit / Vegetable Beer,16,Other
Aurora Lager (2011),626,0.057,27,166,Dortmunder / Export Lager,16,Lager
Frosted Fields Winter Wheat,615,0.06,25,166,American Dark Wheat Ale,16,Other Ale
Great Crescent Belgian Style Wit,478,0.051,13,166,Witbier,16,Other
Bourbon's Barrel Stout,455,0.075,65,166,American Stout,16,Other
Great Crescent Stout,442,0.08,66,166,English Stout,16,Other
Great Crescent Coconut Porter (2012),441,0.056,33,166,American Porter,16,Other
Great Crescent Dark Lager,440,0.057,23,166,Euro Dark Lager,16,Lager
Great Crescent Mild Ale,439,0.042,26,166,English Dark Mild Ale,16,Other Ale
Great Crescent IPA (2011),436,0.062,60,166,American IPA,16,IPA
Great Crescent Blonde Ale (2011),389,0.053,22,166,American Blonde Ale,16,Other Ale
Denver Pale Ale (Artist Series No. 1),2650,0.05,,7,American Pale Ale (APA),12,APA
Hibernation Ale,2649,0.087,,7,Old Ale,12,Other Ale
Whitewater,2648,0.061,,7,American Pale Wheat Ale,12,Other Ale
Rumble,2647,0.071,,7,American IPA,12,IPA
Orabelle,2646,0.083,,7,Tripel,12,Other
Lasso,2645,0.05,,7,American IPA,12,IPA
Yeti  Imperial Stout,2644,0.095,75,7,Russian Imperial Stout,12,Other
Colette,2643,0.073,,7,Saison / Farmhouse Ale,12,Other Ale
Titan IPA,2642,0.071,,7,American IPA,12,IPA
Black Star Double Hopped Golden Lager (24 oz.),404,0.045,15,544,American Pale Lager,24,Lager
Black Star Double Hopped Golden Lager (12 oz.),164,0.045,15,544,American Pale Lager,12,Lager
Commotion APA,1923,0.052,49,270,American Pale Ale (APA),12,APA
Southern Drawl Pale Lager,1922,0.052,,270,American Pale Lager,12,Lager
Chickawawa Lemonale,1604,0.05,5,366,Fruit / Vegetable Beer,12,Other
Barrel Aged Farmer,1574,0.07,22,366,American Brown Ale,16,Other Ale
Great River Golden Ale,1446,0.048,,366,American Blonde Ale,12,Other Ale
Dirty Blonde Chocolate Ale,1275,0.048,,366,American Blonde Ale,12,Other Ale
Dos Pistolas,1244,0.048,20,366,Vienna Lager,12,Lager
Owney Irish Style Red Ale,1064,0.05,30,366,Irish Red Ale,16,Other Ale
Aaah Bock Lager,1028,0.06,,366,Vienna Lager,16,Lager
Widespread Wit,865,0.055,10,366,Witbier,16,Other
Roller Dam Red Ale,864,0.054,30,366,Irish Red Ale,16,Other Ale
483 Pale Ale,863,0.053,48,366,American Pale Ale (APA),16,APA
Hop A Potamus Double Dark Rye Pale Ale,672,0.09,99,366,Rye Beer,16,Other
Farmer Brown Ale,655,0.07,22,366,American Brown Ale,16,Other Ale
Big Cock IPA,540,0.07,70,366,American IPA,16,IPA
Oktoberfest,539,0.059,25,366,Märzen / Oktoberfest,16,Other
40th Annual Bix Street Fest Copper Ale (Current),517,0.048,25,366,American Amber / Red Ale,16,Other Ale
Redband Stout,371,0.06,36,366,American Stout,16,Other
483 Pale Ale (2010),190,0.053,48,366,American Pale Ale (APA),16,APA
Roller Dam Red Ale (2010),189,0.054,30,366,Irish Red Ale,16,Other Ale
Pablo Beach Pale Ale,1106,0.05,30,467,American Pale Ale (APA),12,APA
Wild Trail Pale Ale,2314,0.057,44,157,American Pale Ale (APA),12,APA
Mothman Black IPA,2313,0.067,71,157,American Black Ale,12,Other Ale
Autumn Winds Fest Beer,2461,0.058,,87,Märzen / Oktoberfest,16,Other
Captain's Daughter,2044,0.085,69,87,American Double / Imperial IPA,12,IPA
Autumn Winds,1567,0.058,,380,Märzen / Oktoberfest,16,Other
Flying Jenny Extra Pale Ale,1505,0.06,54,380,American Pale Ale (APA),12,APA
Hazy Day Belgian-Style Wit,1186,0.04,20,380,Witbier,16,Other
Bring Back the Beach Blonde Ale,1185,0.055,,380,American Blonde Ale,16,Other Ale
Leaning Chimney Smoked Porter,984,0.06,34,380,American Porter,16,Other
Flying Jenny Extra Pale Ale (2012),693,0.06,54,380,American Pale Ale (APA),12,APA
Flagship Ale,631,0.049,22,380,Cream Ale,12,Other Ale
Mr. Blue Sky,2375,0.045,6,125,American Pale Wheat Ale,16,Other Ale
3 Scrooges,2143,0.065,,125,Winter Warmer,16,Other
Screamin’ Pumpkin,2142,0.05,25,125,Pumpkin Ale,16,Other Ale
Grand Trunk Bohemian Pils,2141,0.05,35,125,Czech Pilsener,16,Other
El Rojo,2140,0.065,25,125,American Amber / Red Ale,16,Other Ale
Norm's Raggedy Ass IPA,2139,0.075,,125,American IPA,16,IPA
Grind Line,2138,0.05,35,125,American Pale Ale (APA),16,APA
Norm's Gateway IPA,2007,0.04,55,125,American IPA,12,IPA
Lemon Shandy Tripel,1570,0.09,,125,Tripel,16,Other
Little Red Cap,2339,0.063,43,145,Altbier,12,Other
Supergoose IPA,1857,0.069,67,291,American IPA,12,IPA
Hale's Pale American Ale,1440,0.047,,291,American Pale Ale (APA),12,APA
Heyoka IPA,1753,0.07,,328,American IPA,16,IPA
Guest Lager,1448,0.08,,328,American Double / Imperial Pilsner,16,Other
Pony Pilsner,1134,0.057,,328,German Pilsener,16,Other
Akari Shogun American Wheat Ale,1066,0.055,,328,American Pale Wheat Ale,16,Other Ale
Meat Wave,849,0.06,,328,English India Pale Ale (IPA),16,IPA
Over Ale,352,0.06,,328,American Brown Ale,16,Other Ale
Gossamer Golden Ale,149,0.042,,328,American Blonde Ale,16,Other Ale
Daisy Cutter Pale Ale,148,0.052,,328,American Pale Ale (APA),16,APA
Pursuit,2026,0.07,40,249,American IPA,12,IPA
Half Full Bright Ale,1361,0.052,18,249,American Blonde Ale,12,Other Ale
Orange Wheat,1016,0.046,17,477,Fruit / Vegetable Beer,12,Other
Hangar 24 Helles Lager,1015,0.043,14,477,Munich Helles Lager,12,Lager
The Great Return,1677,0.075,70,344,American IPA,16,IPA
Hardywood Cream Ale,1331,0.044,18,344,Cream Ale,12,Other Ale
Capital Trail Pale Ale,1270,0.056,55,344,American Pale Ale (APA),12,APA
UFO Gingerland,2059,0.052,15,235,Herbed / Spiced Beer,12,Other
The Long Thaw White IPA,1653,0.062,45,235,American White IPA,12,IPA
Honey Cider,1558,0.048,,235,Cider,12,Other
Harpoon Summer Beer,1380,0.05,28,235,Kölsch,12,Other
Harpoon IPA,1379,0.059,42,235,American IPA,12,IPA
UFO Pumpkin,1340,0.059,20,235,Pumpkin Ale,12,Other Ale
Harpoon Octoberfest,1313,0.055,30,235,Märzen / Oktoberfest,12,Other
Harpoon IPA (2012),770,0.059,42,235,American IPA,12,IPA
Harpoon Summer Beer (2012),769,0.05,28,235,Kölsch,12,Other
UFO White,610,0.048,10,235,American Pale Wheat Ale,12,Other Ale
Harpoon Summer Beer (2010),192,0.05,28,235,Kölsch,12,Other
Harpoon IPA (2010),126,0.059,42,235,American IPA,12,IPA
Great Falls Select Pale Ale,506,,,536,American Blonde Ale,12,Other Ale
Beltian White,181,0.048,,536,Witbier,12,Other
Kaua'i Golden Ale,2183,0.049,,205,American Blonde Ale,12,Other Ale
Sunset Amber,2182,0.054,,205,American Pale Ale (APA),12,APA
Hapa Brown Ale,2181,0.064,,205,American Brown Ale,19.2,Other Ale
Hapa Brown Ale,2180,0.064,,205,American Brown Ale,12,Other Ale
Southern Cross,2179,0.083,,205,Flanders Red Ale,19.2,Other Ale
Groupe G,1895,0.076,65,281,Belgian IPA,16,IPA
Pt. Bonita Rustic Lager,1894,0.062,40,281,American Pale Lager,16,Lager
Hill 88 Double IPA,1893,0.088,77,281,American Double / Imperial IPA,16,IPA
Loose Cannon,990,0.072,45,480,American IPA,12,IPA
AARGHtoberfest!,989,0.06,30,480,Märzen / Oktoberfest,12,Other
Davy Jones Lager,988,0.06,,480,Cream Ale,12,Other Ale
Grazias,1351,0.063,30,424,Cream Ale,16,Other Ale
Habitus IPA,1346,0.08,86,424,American IPA,16,IPA
Ex Umbris Rye Imperial Stout,904,0.099,85,424,American Double / Imperial Stout,16,Other
The Golden One,2295,0.063,21,169,American Pilsner,12,Other
The Power of Zeus,2294,0.07,68,169,American Pale Ale (APA),12,APA
Tonganoxie Honey Wheat,824,0.044,22,501,American Pale Wheat Ale,12,Other Ale
Oregon Trail Unfiltered Raspberry Wheat,616,0.045,,501,Fruit / Vegetable Beer,12,Other
Annie's Amber Ale,96,0.055,,501,American Amber / Red Ale,12,Other Ale
The 12th Can™,1615,0.045,32,363,American Pale Ale (APA),16,APA
Hilliard's Pils,889,0.055,34,363,Czech Pilsener,16,Other
Hilliard's Blonde,724,0.049,20,363,American Blonde Ale,16,Other Ale
Hilliard's Amber Ale,497,0.055,60,363,American Amber / Red Ale,16,Other Ale
Hilliard's Saison,496,0.066,30,363,Saison / Farmhouse Ale,16,Other Ale
White Cap White IPA,1652,0.042,,350,American White IPA,16,IPA
Provision,1835,0.042,25,298,Saison / Farmhouse Ale,12,Other Ale
One Nut Brown,1834,0.047,28,298,American Brown Ale,12,Other Ale
Hop Farm IPA,1833,0.058,45,298,American IPA,12,IPA
Double D Blonde,2195,0.049,20,199,American Blonde Ale,12,Other Ale
Festeroo Winter Ale,1605,0.078,60,199,American Strong Ale,12,Other Ale
Proxima IPA,1543,0.063,70,199,American IPA,12,IPA
Double D Blonde (2013),1390,0.049,20,199,American Blonde Ale,12,Other Ale
541 American Lager,1354,0.048,13,199,American Pale Lager,12,Lager
Alphadelic IPA,1353,0.065,90,199,American IPA,12,IPA
Alphadelic IPA (2011),499,0.065,90,199,American IPA,12,IPA
Double D Blonde (2011),498,0.049,20,199,American Blonde Ale,12,Other Ale
Green House India Pale Ale,1501,0.07,,396,American IPA,12,IPA
The One They Call Zoe,1004,0.051,,396,American Pale Lager,12,Lager
Alteration,502,0.051,40,396,Altbier,12,Other
Pale Dog,501,0.06,50,396,American Pale Ale (APA),12,APA
Porter Culture,2357,0.065,,137,American Porter,12,Other
Hard Cider,2483,0.068,,81,Cider,16,Other
Totally Radler,2482,0.027,21,81,Radler,16,Other
Nonstop Hef Hop,2400,0.039,20,81,American Pale Wheat Ale,16,Other Ale
Nonstop Hef Hop,2399,0.039,20,81,American Pale Wheat Ale,16,Other Ale
Nonstop Hef Hop,2398,0.039,20,81,American Pale Wheat Ale,16,Other Ale
Nonstop Hef Hop,2397,0.039,20,81,American Pale Wheat Ale,16,Other Ale
Nonstop Hef Hop,2396,0.039,20,81,American Pale Wheat Ale,16,Other Ale
Nonstop Hef Hop,2395,0.039,20,81,American Pale Wheat Ale,16,Other Ale
Nonstop Hef Hop,2394,0.039,20,81,American Pale Wheat Ale,16,Other Ale
Nonstop Hef Hop,2393,0.039,20,81,American Pale Wheat Ale,16,Other Ale
Nonstop Hef Hop,2392,0.039,20,81,American Pale Wheat Ale,16,Other Ale
Nonstop Hef Hop,2391,0.039,20,81,American Pale Wheat Ale,16,Other Ale
Nonstop Hef Hop,2390,0.039,20,81,American Pale Wheat Ale,16,Other Ale
Nonstop Hef Hop,2389,0.039,20,81,American Pale Wheat Ale,16,Other Ale
Rise Up Red,2388,0.058,60,81,American Amber / Red Ale,16,Other Ale
Survival Stout,2200,0.058,35,81,American Stout,16,Other
Hopworks IPA,2199,0.066,75,81,American IPA,16,IPA
Abominable Winter Ale,2193,0.073,70,81,American Strong Ale,16,Other Ale
Pigwar White India Pale Ale,1398,0.06,60,81,American White IPA,16,IPA
Rise-Up Red (2014),1085,0.058,60,81,American Amber / Red Ale,16,Other Ale
Abominable Winter Ale (2012),916,0.073,70,81,American Strong Ale,16,Other Ale
HUB Lager,658,0.051,32,81,Czech Pilsener,16,Other
Hopworks IPA (2012),653,0.066,75,81,American IPA,16,IPA
Watermelon Wheat,2385,0.056,,121,American Pale Wheat Ale,12,Other Ale
Laka Laka Pineapple,2384,0.051,17,121,Hefeweizen,12,Other
Oktoberfest,2383,0.06,,121,Märzen / Oktoberfest,16,Other
Trail Maker Pale Ale,1251,0.065,,446,American Pale Ale (APA),12,APA
Action Man Lager,1250,0.055,,446,Vienna Lager,12,Lager
Let It Ride IPA,1903,0.068,90,278,American IPA,12,IPA
Stir Crazy Winter Ale,1691,0.065,22,278,Winter Warmer,12,Other
Sweet Yamma Jamma Ale,1555,0.05,10,278,Fruit / Vegetable Beer,12,Other
Shenanigans Summer Ale,1115,0.046,27,278,American Pale Wheat Ale,12,Other Ale
Midnight Ryder,729,0.065,80,278,American Black Ale,12,Other Ale
Day Tripper Pale Ale,728,0.054,45,278,American Pale Ale (APA),12,APA
Oklahoma Suks,2350,0.048,32,141,American Amber / Red Ale,12,Other Ale
Power & Light,2301,0.055,42,141,American Pale Ale (APA),12,APA
White Rabbit ,1904,0.059,27,141,Witbier,12,Other
Tribute,2609,0.058,58,24,American Pale Ale (APA),12,APA
Infamous IPA,2038,0.07,75,243,American IPA,12,IPA
Hijack,1774,0.055,20,243,Cream Ale,12,Other Ale
Jon Boat Coastal Ale,559,0.045,20,528,American Blonde Ale,12,Other Ale
I-10 IPA,558,0.068,55,528,American IPA,12,IPA
People's Pale Ale,553,0.053,28,528,American Pale Ale (APA),12,APA
Summer Ale,2376,0.049,,124,American Blonde Ale,12,Other Ale
Appreciation Ale,1784,,,317,American IPA,16,IPA
House Lager,2673,0.052,18,3,Keller Bier / Zwickel Bier,16,Other
Leisure Time,2672,0.048,15,3,American Pale Lager,12,Lager
Excess IPL,2671,0.072,80,3,American India Pale Lager,16,Lager
Hoponius Union,2670,0.067,65,3,American India Pale Lager,12,Lager
Calyptra,2669,0.049,45,3,American India Pale Lager,12,Lager
Helen's Blend,1405,0.05,,417,Cider,12,Other
Jack's Hard Cider,823,0.051,,417,Cider,12,Other
Thunder Ann,1793,0.055,37,313,American Pale Ale (APA),12,APA
Razz Wheat,2453,0.055,,93,Fruit / Vegetable Beer,12,Other
Hop Ryot,2363,0.065,,93,American IPA,12,IPA
Mystic Mama IPA,689,0.07,,93,American IPA,12,IPA
Firefly Amber Ale,688,0.05,,93,American Amber / Red Ale,12,Other Ale
Chomolungma Honey Nut Brown Ale,687,0.067,,93,English Brown Ale,12,Other Ale
Welcome to Scoville,2408,0.069,,115,American IPA,12,IPA
Bastian,2595,,,33,American Strong Ale,12,Other Ale
Healani,2480,0.045,,33,Hefeweizen,12,Other
Yabba Dhaba Chai Tea Porter,1525,0.055,,33,American Porter,12,Other
A Capella Gluten Free Pale Ale,1524,0.055,,33,American Pale Ale (APA),12,APA
Casper White Stout,1523,0.06,,33,American Blonde Ale,12,Other Ale
JP's Ould Sod Irish Red IPA,1254,0.06,,33,American IPA,12,IPA
Weize Guy,2060,0.05,15,234,Hefeweizen,12,Other
Fox Tail Gluten Free Ale,469,0.05,50,234,American Pale Ale (APA),12,APA
Hop Box Imperial IPA,468,0.093,90,234,American Double / Imperial IPA,12,IPA
Joseph James American Lager,467,0.052,15,234,American Adjunct Lager,12,Lager
Sucha Much IPA,2163,0.071,,209,American IPA,12,IPA
Lewbricator Wheat Dopplebock ,2162,0.075,24,209,Doppelbock,12,Other
Weisse Versa (2012),2374,0.052,16,126,Hefeweizen,12,Other
Mother in Lager,1560,0.058,25,126,Munich Dunkel Lager,12,Lager
Weekend Warrior Pale Ale,1557,0.055,40,126,American Pale Ale (APA),12,APA
Karbachtoberfest,1458,0.055,25,126,Märzen / Oktoberfest,12,Other
Love Street Summer Seasonal (2014),1235,0.047,20,126,Kölsch,12,Other
Barn Burner Saison,1068,0.066,20,126,Saison / Farmhouse Ale,12,Other Ale
Rodeo Clown Double IPA,666,0.095,85,126,American Double / Imperial IPA,12,IPA
Sympathy for the Lager,465,0.049,45,126,American Amber / Red Lager,12,Lager
Weisse Versa,464,0.052,15,126,Hefeweizen,12,Other
Hopadillo India Pale Ale,463,0.066,70,126,American IPA,12,IPA
KelSo Nut Brown Lager,1678,0.057,19,343,Euro Dark Lager,12,Lager
KelSo India Pale Ale,1572,0.06,64,343,American IPA,12,IPA
KelSo Pilsner,1348,0.055,23,343,Czech Pilsener,12,Other
Skilak Scottish Ale,1193,0.058,,459,Scottish Ale,12,Other Ale
Peninsula Brewers Reserve (PBR),1187,0.05,15,459,American Blonde Ale,12,Other Ale
Sunken Island IPA,349,0.068,,459,American IPA,12,IPA
Skilak Scottish Ale (2011),348,0.058,,459,Scottish Ale,12,Other Ale
Cold Smoke Scotch Ale (2007),760,0.065,11,511,Scotch Ale / Wee Heavy,16,Other Ale
Double Haul IPA (2009),759,0.065,65,511,American IPA,16,IPA
Double Haul IPA (2006),758,0.065,65,511,American IPA,16,IPA
Eddy Out Pale Ale,87,0.055,50,511,American Pale Ale (APA),16,APA
Double Haul IPA,86,0.065,65,511,American IPA,16,IPA
Cold Smoke Scotch Ale,85,0.065,11,511,Scotch Ale / Wee Heavy,16,Other Ale
U. P. Witbier,2472,,,85,Witbier,12,Other
