Name,Beer_ID,ABV,IBU,Brewery_id,Style,Ounces,Type
Dale's Pale Ale,1444,0.065,65,167,American Pale Ale (APA),12,APA
Dale's Pale Ale,1252,0.065,65,167,American Pale Ale (APA),12,APA
Mama's Little Yella Pils,1167,0.053,35,167,Czech Pilsener,19.2,Other
oSKAr the G'Rauch,993,0.085,,167,American IPA,19.2,IPA
oSKAr the G'Rauch,992,0.085,,167,American IPA,16,IPA
Dale's Pale Ale,955,0.065,65,167,American Pale Ale (APA),19.2,APA
The Deuce,933,0.07,,167,American Brown Ale,16,Other Ale
Dale's Pale Ale (10 Year Anniversary),892,0.065,65,167,American Pale Ale (APA),12,APA
Dale's Pale Ale (2012),828,0.065,65,167,American Pale Ale (APA),12,APA
Gordon Imperial Red (2010),806,0.087,85,167,American Double / Imperial IPA,12,IPA
Dale's Pale Ale (2011),755,0.065,65,167,American Pale Ale (APA),12,APA
Dale's Pale Ale (2010),754,0.065,65,167,American Pale Ale (APA),12,APA
G'KNIGHT (16 oz.),726,0.087,85,167,American Double / Imperial IPA,16,IPA
15th Anniversary Abbey Ale (2012),720,0.09,,167,Belgian Dark Ale,16,Other Ale
Chaka,661,0.08,,167,Belgian Strong Pale Ale,16,Other Ale
HGH (Home Grown Hops): Part Duh,585,0.08,70,167,American Strong Ale,12,Other Ale
Deviant Dale's IPA,565,0.08,,167,American Double / Imperial IPA,16,IPA
One Hit Wonder,391,0.09,60,167,American Double / Imperial IPA,12,IPA
G'KNIGHT (12 oz.),388,0.087,85,167,American Double / Imperial IPA,12,IPA
Ten Fidy Imperial Stout,8,0.099,98,167,Russian Imperial Stout,12,Other
Mama's Little Yella Pils,7,0.053,35,167,Czech Pilsener,12,Other
GUBNA Imperial IPA,6,0.099,100,167,American Double / Imperial IPA,12,IPA
Old Chub,5,0.08,35,167,Scottish Ale,12,Other Ale
Gordon Ale (2009),4,0.087,85,167,American Double / Imperial IPA,12,IPA
Dale's Pale Ale,1,0.065,65,167,American Pale Ale (APA),12,APA
Gordon (2005),805,0.092,85,504,American Double / Imperial IPA,12,IPA
Ten Fidy Imperial Stout (2008),804,0.095,98,504,Russian Imperial Stout,12,Other
Ten Fidy Imperial Stout (2007),803,0.099,98,504,Russian Imperial Stout,12,Other
Old Chub (2008),787,0.08,35,504,Scottish Ale,12,Other Ale
Old Chub (2004),786,0.08,35,504,Scottish Ale,12,Other Ale
Old Chub (2003),785,0.08,35,504,Scottish Ale,12,Other Ale
Dale's Pale Ale (2008),745,0.065,65,504,American Pale Ale (APA),12,APA
Dale's Pale Ale (2006),744,0.065,65,504,American Pale Ale (APA),12,APA
Dale's Pale Ale (2004),743,0.065,65,504,American Pale Ale (APA),12,APA
Dale's Pale Ale (2003),742,0.065,65,504,American Pale Ale (APA),12,APA
Dale's Pale Ale (2002),741,0.065,65,504,American Pale Ale (APA),12,APA
Leroy (2005),734,0.052,,504,American Brown Ale,12,Other Ale
Gordon Beer (2006),733,0.087,60,504,American Double / Imperial IPA,12,IPA
G'KNIGHT,1533,0.087,85,390,American Double / Imperial IPA,12,IPA
Ten Fidy,1532,0.099,98,390,Russian Imperial Stout,12,Other
Deviant Dale's IPA,1328,0.08,85,390,American Double / Imperial IPA,16,IPA
Old Chub,1175,0.08,35,390,Scottish Ale,12,Other Ale
Dale's Pale Ale,1166,0.065,65,390,American Pale Ale (APA),19.2,APA
Dale's Pale Ale,1065,0.065,65,390,American Pale Ale (APA),12,APA
Fresh Slice White IPA,1908,0.055,45,276,American White IPA,12,IPA
Overgrown American Pale Ale,1946,0.055,55,262,American Pale Ale (APA),12,APA
Ozark American Pale Ale,1961,0.04,39,260,American Pale Ale (APA),12,APA
Hula Hoppie Session IPA,1684,0.048,,342,American IPA,12,IPA
Dirty Hippie Dark Wheat,927,0.053,,342,American Dark Wheat Ale,12,Other Ale
Rustic Red,1268,0.052,23,442,Irish Red Ale,16,Other Ale
Stimulator Pale Ale,697,0.053,48,442,American Pale Ale (APA),16,APA
Old Town Ale,696,0.045,22,442,Kölsch,16,Other
Car 21,695,0.044,28,442,English Bitter,16,Other
Cache La Porter,694,0.05,24,442,American Porter,16,Other
Rodeo Rye Pale Ale,1805,0.042,35,308,American Pale Ale (APA),12,APA
Outlaw IPA,1048,0.062,65,308,American IPA,12,IPA
North Fork Lager,1043,0.044,,308,American Pale Lager,12,Lager
Payette Pale Ale,890,0.048,35,308,American Pale Ale (APA),12,APA
Mutton Buster,775,0.055,25,308,American Brown Ale,12,Other Ale
Side Kick Kölsch,1087,0.05,,469,Kölsch,12,Other
Fresh Cut Pilsner,1931,0.046,,267,American Pilsner,12,Other
Summer Session Ale,1930,0.05,61,267,American Pale Wheat Ale,12,Other Ale
Lobo Lito,2238,0.04,12,188,Light Lager,12,Lager
Robert Earl Keen Honey Pils,2144,0.05,17,188,American Pilsner,12,Other
Mound Builder IPA,2175,0.065,77,206,American IPA,12,IPA
Amazon Princess IPA,2168,0.062,62,206,American IPA,12,IPA
Farmer's Daughter Wheat,1956,0.042,,206,American Pale Wheat Ale,12,Other Ale
People's Pilsner,1794,0.045,,206,German Pilsener,12,Other
Hotbox Brown,2633,0.055,10,14,American Brown Ale,12,Other Ale
Gold,2632,0.048,15,14,American Blonde Ale,12,Other Ale
Black,2631,0.058,,14,American Black Ale,12,Other Ale
98 Problems (Cuz A Hop Ain't One),2630,0.065,65,14,American IPA,12,IPA
Veteran’s Pale Ale (VPA),2629,0.05,40,14,American Pale Ale (APA),12,APA
Grapefruit IPA,2628,0.05,35,14,American IPA,12,IPA
Pete's ESP Lager (1998),1062,0.051,,471,American Pale Lager,12,Lager
Pete's Wicked Summer Brew (1995),1061,0.047,,471,American Pale Wheat Ale,12,Other Ale
Pete's Wicked Bohemian Pilsner (1997),1060,0.049,,471,Czech Pilsener,12,Other
Pete's Wicked Pale Ale (1997),1056,,,471,American Pale Ale (APA),12,APA
Pete's Wicked Summer Brew (2002),1055,0.047,,471,American Pale Wheat Ale,12,Other Ale
Pete's Wicked Summer Brew (1997),1054,0.047,,471,American Pale Wheat Ale,12,Other Ale
Pete's Wicked Summer Brew (1996),1053,0.047,,471,American Pale Wheat Ale,12,Other Ale
Sparkle,2635,0.041,12,12,American Pale Lager,16,Lager
North 45 Amber Ale,1404,0.059,25,12,American Amber / Red Ale,16,Other Ale
Horny Monk,1403,0.069,20,12,Dubbel,16,Other
Mind's Eye PA,1402,0.067,74,12,American IPA,16,IPA
Camelback,2312,0.061,60,158,American IPA,12,IPA
Local 5 Pale Ale,1636,0.056,,356,American Pale Ale (APA),16,APA
Devils Head Red Ale,1518,0.073,,356,American Amber / Red Ale,16,Other Ale
Elephant Rock IPA,1384,0.07,75,356,American IPA,12,IPA
Black Bay Milk Stout,1797,0.05,,311,Milk / Sweet Stout,12,Other
Atom Splitter Pale Ale,1437,0.05,,311,American Pale Ale (APA),12,APA
Hot Date Ale,1791,0.06,20,315,Chile Beer,16,Other
Masked Bandit IPA,1540,0.07,,315,American Black Ale,16,Other Ale
Sweet Potato Ale,1491,0.06,24,315,Fruit / Vegetable Beer,16,Other
Float Trip Ale,1335,0.045,18,315,American Blonde Ale,16,Other Ale
Old Tom Porter,847,0.055,25,315,American Porter,16,Other
Black Walnut Wheat,846,0.045,18,315,American Dark Wheat Ale,16,Other Ale
McKinney Eddy Amber Ale,521,0.055,20,315,American Amber / Red Ale,16,Other Ale
Missouri Mule India Pale Ale,479,0.07,70,315,American IPA,16,IPA
Blood of the Unicorn,2559,0.065,,53,American Amber / Red Ale,16,Other Ale
GreyBeard™ IPA,1760,0.069,51,325,American IPA,12,IPA
Pisgah Pale Ale,1759,0.057,31,325,American Pale Ale (APA),12,APA
PONTO S.I.P.A.,1589,0.045,,371,American IPA,16,IPA
Chronic Ale,1457,0.049,,371,American Amber / Red Ale,16,Other Ale
Swami's India Pale Ale,1191,0.068,,371,American IPA,16,IPA
New Cleveland Palesner,2336,0.05,,148,American Pilsner,12,Other
Mazzie,2553,0.054,45,56,American Pale Ale (APA),12,APA
Big Chuck Barleywine,1909,0.099,,275,American Barleywine,12,Other
Ponderosa IPA,335,,,549,American IPA,12,IPA
Liquid Amber Ale,64,,,549,American Amber / Red Ale,12,Other Ale
Morning Wood Wheat (Current),2360,0.059,14,136,American Pale Wheat Ale,12,Other Ale
Hideout Helles,1463,0.069,17,136,Munich Helles Lager,12,Lager
Dead Eye Dunkel,1462,0.06,15,136,Munich Dunkel Lager,12,Lager
Peacemaker Pilsner,1461,0.058,21,136,Czech Pilsener,12,Other
Over the Rail Pale Ale,711,0.057,68,136,American Pale Ale (APA),12,APA
Pallavicini Pilsner (2009),188,0.058,21,136,Czech Pilsener,12,Other
Morning Wood Wheat (Current),130,0.059,14,136,American Pale Wheat Ale,12,Other Ale
Pyramid Hefeweizen (2011),399,0.052,18,545,Hefeweizen,12,Other
Haywire Hefeweizen (2010),82,0.052,18,545,Hefeweizen,16,Other
Golden Fleece,2031,0.045,35,247,Belgian Pale Ale,12,Other Ale
Smoking Mirror,2030,0.055,30,247,American Porter,12,Other
Rahr's Blonde,2269,0.046,,177,Munich Helles Lager,12,Lager
Pride of Texas Pale Ale,2229,0.058,60,177,American Pale Ale (APA),12,APA
18th Anniversary Gose,2370,0.044,5,129,Gose,12,Other
White (2015),2211,0.046,25,129,Witbier,12,Other
BLAKKR,1861,0.099,85,129,American Black Ale,12,Other Ale
Firemans #4 Blonde Ale (2013),1718,0.051,21,129,American Blonde Ale,12,Other Ale
The Sword Iron Swan Ale,1290,0.059,,129,English Pale Ale,12,Other Ale
Hans' Pils (2015),1091,0.053,52,129,German Pilsener,12,Other
Four Squared (2015),1086,0.06,50,129,American Blonde Ale,12,Other Ale
Firemans #4 Blonde Ale (2015),830,0.051,21,129,American Blonde Ale,12,Other Ale
Watership Brown Ale,1021,0.072,55,476,American Brown Ale,12,Other Ale
Gangway IPA,938,0.062,55,476,American IPA,12,IPA
Long Day Lager,715,0.049,,476,Czech Pilsener,12,Other
Farmer's Daughter Blonde,2516,0.051,17,69,American Blonde Ale,16,Other Ale
Pump House IPA,2515,0.055,45,69,American IPA,16,IPA
Suicide Blonde IPA,2514,0.07,,69,Belgian IPA,16,IPA
Vanilla Porter,2513,0.047,25,69,American Porter,16,Other
Honey Rye,2512,0.058,18,69,Rye Beer,16,Other
Happy Cider,1467,0.055,,404,Cider,16,Other
Long Hammer IPA,945,0.065,44,488,American IPA,16,IPA
Long Hammer IPA,583,0.065,44,488,American IPA,12,IPA
Copper Hook (2011),339,0.058,27,488,American Amber / Red Ale,12,Other Ale
Nectar of the Hops,1375,0.08,,422,Mead,16,Other
Sunshine Nectar,1374,0.08,,422,Mead,16,Other
Black Raspberry Nectar,1373,0.08,,422,Mead,16,Other
Blood Orange Wit,2087,0.05,16,226,Witbier,16,Other
Consilium,2414,0.05,40,111,American Pale Ale (APA),12,APA
Hammer & Sickle,1581,0.09,60,111,Russian Imperial Stout,12,Other
Redacted Rye IPA,1176,0.07,100,111,American IPA,16,IPA
Elevation Triple India Pale Ale,1006,0.099,100,111,American Double / Imperial IPA,12,IPA
5:00 O'Clock Afternoon Ale,1005,0.05,25,111,American Blonde Ale,16,Other Ale
Ryeteous Rye IPA (2012),636,0.07,100,111,American IPA,16,IPA
Stout Ol' Friend,1538,0.064,,387,American Stout,16,Other
Stout Ol' Friend (2012),1075,0.064,,387,American Stout,16,Other
Rye Porter,710,,,387,American Porter,16,Other
Miner's Gold,709,0.05,,387,American Blonde Ale,16,Other Ale
Vienna Lager,708,0.046,,387,Vienna Lager,16,Lager
Jessie's Garage,706,0.056,,387,American Pale Ale (APA),16,APA
Colorado Red Ale,220,0.062,,387,American Amber / Red Ale,12,Other Ale
Miner's Gold,219,,,387,American Blonde Ale,12,Other Ale
Fist City,2576,0.055,40,45,American Pale Ale (APA),12,APA
A Little Crazy,1133,0.068,,45,Belgian Pale Ale,12,Other Ale
Rosa Hibiscus Ale,609,0.058,15,45,Herbed / Spiced Beer,12,Other
Fistmas Ale,418,0.061,31,45,Herbed / Spiced Beer,12,Other
Oktoberfest Revolution,417,0.057,25,45,Märzen / Oktoberfest,12,Other
Eugene Porter,416,0.068,28,45,American Porter,12,Other
Anti-Hero IPA,415,0.065,70,45,American IPA,12,IPA
Bottom Up Belgian Wit,414,0.05,14,45,Witbier,12,Other
Hustle,2452,0.057,42,94,American Amber / Red Ale,12,Other Ale
Pure Fury,2451,0.055,42,94,American Pale Ale (APA),12,APA
Dad,2132,0.06,60,94,American Amber / Red Ale,12,Other Ale
Panther,1993,0.058,35,94,American Porter,12,Other
Franz,1992,0.052,21,94,Märzen / Oktoberfest,12,Other
Zen,1935,0.043,45,94,American Pale Ale (APA),12,APA
Truth,1852,0.072,75,94,American IPA,12,IPA
Cougar,1851,0.048,25,94,American Blonde Ale,12,Other Ale
Smooth Operator,2307,0.038,,163,Cream Ale,16,Other Ale
Gose,2580,0.035,,43,Gose,16,Other
Maine Island Trail Ale,1807,0.043,,43,American Pale Ale (APA),16,APA
River North White Ale,1180,0.05,,460,Witbier,16,Other
River North Ale,1179,0.05,,460,American Amber / Red Ale,16,Other Ale
Lil SIPA,1771,0.05,55,322,American IPA,16,IPA
Hop Bomber Rye Pale Ale,1654,0.055,60,322,American Pale Ale (APA),16,APA
Jah Mon,2579,0.05,100,44,American IPA,12,IPA
Oktoberfest,2373,0.062,,44,Märzen / Oktoberfest,12,Other
Headless Wylie,2049,0.08,,44,Pumpkin Ale,12,Other Ale
Dayman IPA,2048,0.05,,44,American IPA,12,IPA
All Aboard! Anniversary Stout,1880,0.071,,44,Oatmeal Stout,12,Other
Hop Lace,1879,0.062,,44,American White IPA,12,IPA
OH-PA Session Pale Ale,1878,0.048,,44,American Pale Ale (APA),12,APA
Patrick's Poison,1877,0.08,,44,American Amber / Red Ale,12,Other Ale
Rudolph's Red,1764,0.081,,44,American Amber / Red Ale,12,Other Ale
Babbling Blonde,1103,0.053,,44,American Blonde Ale,12,Other Ale
Maxwell's Scottish Ale,1102,0.051,,44,Scottish Ale,12,Other Ale
Grateful White,1101,0.061,,44,Witbier,12,Other
RT Lager,1100,0.055,,44,American Amber / Red Lager,12,Lager
Old Wylie's IPA,1099,0.062,,44,American IPA,12,IPA
Hala Kahiki Pineapple Beer,1098,0.048,,44,Fruit / Vegetable Beer,12,Other
Track 1 Amber Lager,1330,0.045,,428,American Amber / Red Lager,16,Lager
Pine Knob Pilsner,2074,0.053,,230,Czech Pilsener,16,Other
Cal and Co. Black Cherry Porter,1724,,,230,American Porter,16,Other
Lazy Daze Lager,1280,0.055,,230,American Adjunct Lager,16,Lager
Rochester Red Ale,899,0.059,,230,American Amber / Red Ale,16,Other Ale
Milkshake Stout,363,0.05,,230,Milk / Sweet Stout,16,Other
Cornerstone IPA,158,0.07,,230,American IPA,16,IPA
Lazy Daze Lager,97,0.055,,230,American Adjunct Lager,12,Lager
Rogue American Amber Ale,1860,0.051,,290,American Amber / Red Ale,16,Other Ale
12th Round,1577,0.076,78,377,American Strong Ale,16,Other Ale
RoughTail IPA,1576,0.07,80,377,American IPA,16,IPA
Polar Night Stout,1575,0.08,,377,American Stout,16,Other
Sundown,2304,0.071,36,165,Saison / Farmhouse Ale,12,Other Ale
Sanctified,2249,0.099,,165,Belgian Strong Pale Ale,12,Other Ale
Fear of a Brett Planet,2053,0.051,,165,American Pale Ale (APA),12,APA
Original Slacker Ale,1842,0.056,40,165,English Brown Ale,12,Other Ale
Alpha Blackback,1841,0.072,,165,American Black Ale,12,Other Ale
Kiss Off IPA,1782,0.063,,165,American IPA,12,IPA
Dog Days Summer Ale,1552,0.045,28,165,Kölsch,12,Other
1881 California Red,1479,0.056,35,398,American Amber / Red Ale,12,Other Ale
CAPT Black IPA,1478,0.073,55,398,American Black Ale,12,Other Ale
Ruhstaller's Gilt Edge Lager Beer,1370,0.048,42,398,American Amber / Red Lager,12,Lager
CAPT Black IPA,883,0.073,55,398,American Black Ale,16,Other Ale
1881 California Red Ale,882,0.056,35,398,American Amber / Red Ale,16,Other Ale
Saint Archer White Ale,1868,0.05,15,289,Witbier,12,Other
Saint Archer IPA,1867,0.068,66,289,American IPA,12,IPA
Saint Archer Pale Ale,1865,0.052,40,289,American Pale Ale (APA),12,APA
Saint Archer Blonde,1864,0.048,22,289,Kölsch,12,Other
Sex Panther,2599,0.069,20,31,American Porter,12,Other
Winter Warmer (Vault Series),2073,0.095,25,31,Winter Warmer,16,Other
Count Hopula (Vault Series),2063,0.091,99,31,American Double / Imperial IPA,16,IPA
Oktoberfest,1995,0.055,,31,Märzen / Oktoberfest,12,Other
SunSpot Golden Ale,1934,0.05,15,31,American Blonde Ale,12,Other Ale
I.W.A. (2011),1329,0.06,,31,American Pale Wheat Ale,12,Other Ale
Supermonk I.P.A.,1299,0.065,,31,Belgian IPA,12,IPA
Epicenter Amber Ale,1073,0.055,20,31,American Amber / Red Ale,12,Other Ale
SanTan HefeWeizen,1072,0.05,15,31,Hefeweizen,12,Other
Hop Shock IPA,1071,0.07,85,31,American IPA,12,IPA
Sex Panther (2014),852,0.069,20,31,American Porter,12,Other
Devil’s Ale,850,0.055,45,31,American Pale Ale (APA),12,APA
Rail Slide Imperial Spiced Ale,839,0.081,,31,Herbed / Spiced Beer,12,Other
Mr. Pineapple,777,0.05,20,31,Fruit / Vegetable Beer,12,Other
American Idiot Ale (2012),764,0.055,45,31,American Pale Ale (APA),12,APA
Hop Shock IPA (2010),317,0.07,85,31,American IPA,12,IPA
SanTan HefeWeizen (2010),286,0.05,15,31,Hefeweizen,12,Other
Devil’s Ale (2010),285,0.055,45,31,American Pale Ale (APA),12,APA
Epicenter Amber Ale (2010),124,0.055,20,31,American Amber / Red Ale,12,Other Ale
Sanitas Saison Ale,1392,0.058,20,420,Saison / Farmhouse Ale,12,Other Ale
Sanitas Black IPA,1391,0.068,65,420,American Black Ale,12,Other Ale
Giant DIPA,2002,0.089,88,253,American Double / Imperial IPA,16,IPA
Dread Brown Ale,1683,0.054,,253,American Brown Ale,12,Other Ale
Casinos IPA,1362,0.07,,253,English India Pale Ale (IPA),16,IPA
Saison 88,1519,0.055,30,393,Saison / Farmhouse Ale,12,Other Ale
Black IPA,967,0.071,95,393,American Black Ale,12,Other Ale
Santa Fe Irish Red Ale,599,0.045,,393,Irish Red Ale,12,Other Ale
Santa Fe Oktoberfest,307,,,393,Märzen / Oktoberfest,12,Other
Imperial Java Stout,305,0.08,,393,Russian Imperial Stout,12,Other
Freestyle Pilsner,304,0.055,,393,German Pilsener,12,Other
Happy Camper IPA,217,0.066,,393,American IPA,12,IPA
Oval Beach Blonde Ale,1477,0.05,11,399,American Blonde Ale,16,Other Ale
Oak Aged Cider,1503,0.065,,395,Cider,12,Other
Ginger Cider,1466,0.065,,395,Cider,12,Other
Schilling Hard Cider,1245,0.065,,395,Cider,12,Other
Schlafly Yakima Wheat Ale,1324,0.05,45,429,American Pale Wheat Ale,12,Other Ale
Schlafly Black Lager,1323,0.05,,429,Schwarzbier,12,Other
Schlafly IPA,1078,0.045,30,429,American IPA,12,IPA
Schlafly American Brown Ale,1077,0.05,30,429,American Brown Ale,12,Other Ale
Schlafly Hefeweizen,588,0.041,16,429,Hefeweizen,12,Other
Schlafly Summer Lager,53,0.045,17,429,Munich Helles Lager,12,Lager
Sea Dog Wild Blueberry Wheat Ale,815,0.047,,503,Fruit / Vegetable Beer,12,Other
Blur India Pale Ale,1302,0.074,60,433,American IPA,12,IPA
Dry Cider,1416,0.065,,412,Cider,16,Other
Dry Hard Cider,1415,0.065,,412,Cider,16,Other
Frankenlou's IPA,918,0.07,105,495,American IPA,16,IPA
Becky's Black Cat Porter,917,0.07,55,495,American Porter,16,Other
Seventh Son of a Seventh Son,2250,0.077,40,184,American Strong Ale,16,Other Ale
Stone Fort Brown Ale,1768,0.053,20,184,English Brown Ale,16,Other Ale
Seventh Son Hopped Red Ale,1767,0.077,40,184,American Amber / Red Ale,16,Other Ale
Humulus Nimbus Super Pale Ale,1766,0.06,53,184,American Pale Ale (APA),16,APA
Golden Ratio IPA,1765,0.07,68,184,American IPA,16,IPA
Black Hop IPA,2368,0.068,,131,American Black Ale,12,Other Ale
Archer's Ale (2004),738,0.05,,512,English Pale Ale,12,Other Ale
Monkey Fist IPA,1539,0.069,65,386,American IPA,12,IPA
Shipyard Summer Ale,975,0.051,,386,American Pale Wheat Ale,12,Other Ale
Pumpkinhead Ale,814,0.047,,386,Pumpkin Ale,12,Other Ale
Shipyard Export,727,0.051,,386,American Blonde Ale,12,Other Ale
Nooner,2474,0.052,,84,German Pilsener,12,Other
Torpedo,2239,0.072,65,84,American IPA,12,IPA
Yonder Bock,1919,0.06,,84,Maibock / Helles Bock,12,Other
CANfusion Rye Bock,1918,0.06,,84,Rye Beer,12,Other
Sierra Nevada Pale Ale,1905,0.056,37,84,American Pale Ale (APA),16,APA
Old Chico Crystal Wheat,1338,0.048,26,84,American Pale Wheat Ale,12,Other Ale
Summerfest,1295,0.05,28,84,Czech Pilsener,12,Other
Torpedo,426,0.072,65,84,American IPA,16,IPA
Sierra Nevada Pale Ale,400,0.056,37,84,American Pale Ale (APA),12,APA
Sietsema Red Label,2353,0.069,,138,Cider,16,Other
Bear Ass Brown,212,0.042,,552,American Brown Ale,12,Other Ale
Red Mountain Ale,161,0.06,,552,American Amber / Red Ale,12,Other Ale
Ice Pick Ale,160,0.068,,552,American IPA,12,IPA
4Beans,2574,0.1,52,47,Baltic Porter,12,Other
Jammer,2479,0.042,16,47,Gose,12,Other
Abigale,2443,0.08,,47,Belgian Pale Ale,12,Other Ale
Rad,2266,0.032,7,47,Fruit / Vegetable Beer,16,Other
Bengali,2090,0.065,62,47,American IPA,24,IPA
Sensi Harvest,1962,0.047,50,47,American Pale Ale (APA),12,APA
Hi-Res,1696,0.099,111,47,American Double / Imperial IPA,12,IPA
Global Warmer,1608,0.07,70,47,American Strong Ale,12,Other Ale
Autumnation (2013),1591,0.067,74,47,American IPA,16,IPA
The Crisp,1388,0.054,42,47,German Pilsener,16,Other
Sweet Action,1387,0.052,34,47,Cream Ale,16,Other Ale
Righteous Ale,1386,0.063,57,47,Rye Beer,16,Other
Bengali Tiger,1385,0.064,62,47,American IPA,16,IPA
3Beans,1020,0.099,85,47,Baltic Porter,12,Other
Brownstone,778,0.059,47,47,American Brown Ale,16,Other Ale
Apollo,630,0.052,11,47,American Pale Wheat Ale,16,Other Ale
Harbinger,629,0.049,35,47,Saison / Farmhouse Ale,16,Other Ale
Resin,628,0.091,103,47,American Double / Imperial IPA,12,IPA
Diesel,525,0.063,69,47,American Stout,16,Other
Autumnation (2011-12) (2011),512,0.06,48,47,Pumpkin Ale,16,Other Ale
The Crisp (2011),425,0.054,42,47,German Pilsener,16,Other
Sweet Action (2011),424,0.052,34,47,Cream Ale,16,Other Ale
Righteous Ale (2011),423,0.063,57,47,Rye Beer,16,Other
Bengali Tiger (2011),422,0.064,62,47,American IPA,16,IPA
Rudie Session IPA,1942,0.045,,265,American IPA,12,IPA
Taster's Choice,1708,0.074,,265,Doppelbock,12,Other
Modus Hoperandi,1521,0.068,65,265,American IPA,12,IPA
Estival Cream Stout,1297,0.058,15,265,American Stout,12,Other
Vernal Minthe Stout,1192,0.058,,265,American Stout,12,Other
Hibernal Vinifera Stout,1013,0.08,,265,Foreign / Export Stout,12,Other
Autumnal Molé Stout,774,,,265,American Stout,12,Other
Mexican Logger,386,0.042,18,265,American Pale Lager,12,Lager
True Blonde Ale,70,0.053,,265,American Blonde Ale,12,Other Ale
Euphoria Pale Ale,69,0.061,,265,American Pale Ale (APA),12,APA
ESB Special Ale,68,0.057,58,265,Extra Special / Strong Bitter (ESB),12,Other
Modus Hoperandi,67,0.068,65,265,American IPA,12,IPA
Iron Butt Red Ale,1792,0.058,39,314,American Amber / Red Ale,12,Other Ale
Initial Point India Pale Ale,1609,0.071,92,314,American IPA,12,IPA
Monkey Dancing On A Razor Blade,2537,0.085,,65,Belgian IPA,24,IPA
Tripel Deke,2536,0.082,,65,Tripel,24,Other
Urban Wilderness Pale Ale,30,0.049,,558,English Pale Ale,12,Other Ale
Homefront IPA,2305,0.06,70,164,American IPA,12,IPA
Sly Fox Christmas Ale 2013,1588,0.055,16,372,Winter Warmer,12,Other
Grisette,1363,0.056,25,372,Grisette,12,Other
360° India Pale Ale,1211,0.062,,372,American IPA,12,IPA
Helles Golden Lager,1123,0.049,18,372,Munich Helles Lager,12,Lager
Sly Fox Christmas Ale 2012 (2012),926,0.055,16,372,Winter Warmer,12,Other
Odyssey Imperial IPA,894,0.084,90,372,American Double / Imperial IPA,12,IPA
Oktoberfest Lager,166,0.058,25,372,Märzen / Oktoberfest,12,Other
113 IPA,24,0.07,113,372,American IPA,12,IPA
Dunkel Lager,23,0.053,21,372,Munich Dunkel Lager,12,Lager
Royal Weisse Ale,22,0.056,11,372,Hefeweizen,12,Other
Pikeland Pils,21,0.049,44,372,German Pilsener,12,Other
Phoenix Pale Ale,20,0.051,40,372,American Pale Ale (APA),12,APA
Rule G IPA,2407,0.07,88,116,American IPA,12,IPA
Murphy's Law,2406,0.058,35,116,American Amber / Red Ale,12,Other Ale
Alter Ego ,2405,0.062,33,116,Saison / Farmhouse Ale,12,Other Ale
Monarch Pilsner,2234,0.05,,192,American Pilsner,12,Other
Snow King Pale Ale,1606,0.06,55,192,American Pale Ale (APA),12,APA
Zonker Stout,617,0.054,36,192,Foreign / Export Stout,12,Other
OB-1 Organic Ale,407,0.05,22,192,English Brown Ale,12,Other Ale
Snake River Lager,406,0.05,18,192,Vienna Lager,12,Lager
Snake River Pale Ale,402,0.052,32,192,American Pale Ale (APA),12,APA
Pako’s EyePA,393,0.068,60,192,American IPA,12,IPA
Thanksgiving Ale,1798,0.05,,310,Kölsch,12,Other
Double Dagger Imperial IPA,1655,0.092,,310,American Double / Imperial IPA,12,IPA
Dagger Falls IPA,1596,0.063,100,310,American IPA,12,IPA
Dagger Falls IPA,1595,0.063,100,310,American IPA,12,IPA
Socktoberfest,1482,0.06,,310,Märzen / Oktoberfest,16,Other
Hopnoxious Imperial IPA,1447,0.079,,310,American Double / Imperial IPA,12,IPA
Barrel Aged Seven Devils Imperial Stout,1425,0.099,,310,American Double / Imperial Stout,12,Other
Boise Co-Op Two Score Ale,1424,0.055,,310,Saison / Farmhouse Ale,16,Other Ale
Sockeye Belgian Style Summer Ale,1298,0.05,,310,Witbier,16,Other
Sockeye Maibock,1181,0.064,,310,Maibock / Helles Bock,12,Other
Old Devil's Tooth,1160,0.099,100,310,American Barleywine,12,Other
Galena Golden,1152,0.043,,310,American Blonde Ale,12,Other Ale
Hell-Diver Pale Ale,1151,0.052,32,310,American Pale Ale (APA),12,APA
Woolybugger Wheat,1150,0.046,12,310,American Pale Wheat Ale,12,Other Ale
Power House Porter,1076,0.057,,310,American Porter,12,Other
Winterfest,995,0.084,90,310,American Strong Ale,16,Other Ale
Dagger Falls IPA,879,0.063,100,310,American IPA,12,IPA
LuckenBock,1972,0.07,18,258,Bock,16,Other
Texas Pale Ale (TPA),1971,0.055,40,258,American IPA,16,IPA
6 String Saison,1970,0.08,,258,Saison / Farmhouse Ale,16,Other Ale
Kol' Beer,1969,0.05,22,258,Kölsch,16,Other
Montauk Light,2024,0.035,,250,Light Lager,12,Lager
Na Zdraví Pilsner,1283,0.048,32,437,Czech Pilsener,16,Other
Nice Rack IPA,1282,0.055,65,437,American IPA,16,IPA
2014 IPA Cicada Series,2362,0.075,72,134,American IPA,16,IPA
Sinister Minister Black IPA,2346,0.077,65,134,American IPA,16,IPA
Jack the Sipper,2320,0.053,45,134,Extra Special / Strong Bitter (ESB),12,Other
Devil's Harvest Extra Pale Ale,2297,0.058,60,134,American Pale Ale (APA),12,APA
